condsFile,shapeStim,taskLoop.thisRepN,taskLoop.thisTrialN,taskLoop.thisN,taskLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,trialGrid.started,trialGrid.stopped,trialShape.started,trialShape.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,trialText.started,trialText.stopped,key_resp.rt,endText.started,endText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
tSwitchCond3.xlsx,square3.png,0,2,2,2,0,12,12,19,,,53.780717900022864,None,53.780717900022864,None,m,1,0.0071492798160761595,None,53.780717900022864,None,0.40721279999706894,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond3.png,0,2,2,2,0,13,13,8,,,54.2465252999682,None,54.2465252999682,None,b,0,0.009611579938791692,None,54.2465252999682,None,0.38301570003386587,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,square3.png,0,2,2,2,0,14,14,16,,,54.694841300020926,None,54.694841300020926,None,b,1,0.010235179914161563,None,54.694841300020926,None,0.38149249996058643,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond3.png,0,2,2,2,0,15,15,6,,,55.14397829992231,None,55.14397829992231,None,b,0,0.011002479819580913,None,55.14397829992231,None,0.2201194999506697,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,square2.png,0,2,2,2,0,16,16,14,,,55.42898540000897,None,55.42898540000897,None,m,0,0.009476380073465407,None,55.42898540000897,None,0.4237736000213772,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,square3.png,0,2,2,2,0,17,17,18,,,55.91156269994099,None,55.91156269994099,None,m,0,0.010534179862588644,None,55.91156269994099,None,0.41298160003498197,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond2.png,0,2,2,2,0,18,18,1,,,56.3941847999813,None,56.3941847999813,None,b,0,0.01042687997687608,None,56.3941847999813,None,0.5460197000065818,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,diamond3.png,0,2,2,2,0,19,19,7,,,57.010710799950175,None,57.010710799950175,None,m,1,0.010229779873043299,None,57.010710799950175,None,0.5293373999884352,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,square2.png,0,2,2,2,0,20,20,12,,,57.61056509998161,None,57.61056509998161,None,m,0,0.010221480042673647,None,57.61056509998161,None,0.5216155999805778,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
tSwitchCond3.xlsx,,0,2,2,2,,,,,,,,,,,,,,,,,,,,a,001,2020_Jul_23_1531,tSwitchTest3,2020.1.3,60.03009905529557,
,,,,,,,,,,,,,,,,,,,,,,,58.14182429993525,None,,,,,,,
